GeneName,NC_291_C_Pa_yr2,NC_294_C_Pa_yr2,NC_297_C_Pa_yr2,NC_300_C_Pa_yr2,NC_313_C_Pa_yr2,NC_316_C_Pa_yr2,NC_319_C_Pa_yr2,NC_322_C_Pa_yr2,NC_325_C_Pa_yr2,NO_265_La_Pa_yr2,NO_268_La_Pa_yr2,NO_271_La_Pa_yr2,NO_274_La_Pa_yr2,NO_277_La_Pa_yr2,NO_280_La_Pa_yr2,NO_289_La_Pa_yr2,NO_266_N_Pa_yr2,NO_272_N_Pa_yr2,NO_275_N_Pa_yr2,NO_278_N_Pa_yr2,NC_292_La_Pa_yr2,NC_295_La_Pa_yr2,NC_298_La_Pa_yr2,NC_311_La_Pa_yr2,NC_314_La_Pa_yr2,NC_317_La_Pa_yr2,NC_320_La_Pa_yr2,NC_326_La_Pa_yr2,NC_293_N_Pa_yr2,NC_312_N_Pa_yr2,NC_318_N_Pa_yr2,NC_327_N_Pa_yr2,NO_261_C_Pa_yr2,NO_264_C_Pa_yr2,NO_267_C_Pa_yr2,NO_270_C_Pa_yr2,NO_276_C_Pa_yr2,NO_279_C_Pa_yr2,NO_282_C_Pa_yr2,NO_288_C_Pa_yr2
isogroup16570_Past,0,0,0,0,2,1,4,0,3,0,0,1,1,2,0,1,1,0,0,1,0,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
isogroup16572_Past,28,74,48,67,25,40,29,33,73,3,0,19,18,14,0,62,34,1,30,42,0,17,23,0,28,42,0,22,0,0,28,52,40,60,49,21,50,67,33,71
isogroup16573_Past,3,5,3,4,3,2,2,1,13,0,0,0,0,1,0,0,2,0,0,3,0,1,2,0,0,2,0,1,0,0,1,0,0,0,1,0,1,5,1,2
isogroup16574_Past,16,31,12,23,12,9,9,9,30,0,0,4,7,7,1,17,6,0,18,14,0,3,13,0,8,16,0,9,2,0,12,12,27,34,18,4,6,27,11,23
isogroup16575_Past,0,0,4,2,3,3,1,3,6,0,0,4,2,2,0,4,2,0,0,4,0,1,4,0,4,3,0,0,0,0,4,1,0,0,1,0,3,3,0,7
isogroup16576_Past,2,0,1,2,3,1,1,0,5,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,3,0,1,6,0,2
isogroup16577_Past,1,5,4,7,5,3,5,1,4,0,0,0,1,7,0,2,3,0,0,3,0,3,2,0,5,2,0,0,0,0,4,2,3,5,2,2,2,6,2,3
isogroup16578_Past,0,5,6,0,0,4,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,2,0,3,0,0,5,2,1,1,4,0,0,1,0,1
isogroup16579_Past,0,2,1,1,2,4,0,2,5,0,0,0,0,0,0,3,1,0,3,1,0,0,3,0,2,0,0,2,0,0,0,0,4,5,2,1,2,2,2,0
isogroup16580_Past,0,0,2,2,0,0,2,1,2,0,0,0,0,0,0,3,2,0,2,3,0,1,0,0,0,2,0,0,0,0,1,1,1,3,1,0,0,3,0,1
isogroup16582_Past,3,1,2,6,3,2,5,0,4,0,1,2,1,1,0,2,0,0,2,2,1,1,0,0,2,4,0,0,0,0,2,1,1,2,0,1,2,2,5,2
isogroup16583_Past,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,2,0,0,1,0,5,3,0,0,0,0,2,0,3,0,0,1,0,2,0,3
isogroup16585_Past,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,1,0,0,0,0,3,1,1,1,0,0,0,0
isogroup16586_Past,0,3,1,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
isogroup16588_Past,0,3,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0
isogroup16589_Past,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,2,0,3
isogroup16591_Past,1,6,3,5,1,1,6,1,4,0,0,1,3,0,1,6,1,0,2,2,0,3,2,0,1,5,0,4,0,0,1,0,4,5,9,2,11,4,3,7
isogroup16593_Past,2,5,5,7,2,5,2,1,9,0,5,1,4,2,0,8,4,0,2,2,0,0,0,0,2,6,0,0,0,0,5,4,4,0,0,1,4,6,3,9
isogroup16594_Past,0,4,3,5,5,5,1,2,10,0,0,1,0,4,1,11,2,0,1,2,0,1,0,0,6,3,0,6,0,0,3,3,5,7,8,0,0,1,1,2
isogroup16595_Past,1,7,1,7,1,8,1,8,11,0,0,4,0,4,0,3,3,0,3,5,0,1,2,0,1,3,0,8,0,0,5,4,3,3,10,2,7,4,5,2
isogroup16597_Past,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,5
isogroup16599_Past,2,9,6,6,3,9,12,5,19,1,1,0,1,8,0,12,11,0,1,9,0,7,6,0,0,14,0,4,0,0,8,3,3,3,3,2,1,12,6,15
isogroup16600_Past,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
isogroup16601_Past,2,1,2,0,0,4,4,1,1,0,0,2,0,0,0,3,1,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,2
isogroup16605_Past,2,1,5,1,4,5,7,5,3,0,0,2,3,5,0,7,3,0,0,1,0,5,1,0,3,5,0,1,1,0,2,3,6,1,2,0,8,3,3,3
isogroup16606_Past,1,4,1,2,1,3,0,4,2,0,0,4,0,1,0,1,0,0,0,1,0,2,2,0,2,2,0,3,0,0,2,2,0,1,1,0,2,1,0,1
isogroup16607_Past,5,14,7,16,10,8,8,3,25,0,2,9,6,6,0,9,5,0,5,10,0,8,5,0,5,13,0,1,0,0,9,6,8,14,5,2,6,12,2,7
isogroup16609_Past,2,2,10,1,3,7,1,2,50,1,0,0,5,2,0,8,0,0,1,4,0,1,2,0,2,4,0,10,0,0,10,11,11,4,3,0,3,1,2,15
isogroup16610_Past,0,0,0,4,3,1,1,1,4,0,0,1,1,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2,1,4,0,0,3,3,0,5
isogroup16613_Past,4,6,2,7,2,7,4,1,7,0,0,3,1,3,0,10,3,0,2,6,0,3,1,0,5,6,0,2,0,0,6,5,3,4,1,0,1,6,5,1
isogroup16615_Past,0,5,3,2,3,3,2,2,5,0,0,1,0,0,0,2,1,0,0,1,0,2,1,0,0,1,0,0,0,0,7,1,1,4,2,1,3,5,0,3
isogroup16616_Past,0,1,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,2,0,0,2,2,0,0,0,2,0,0,0,0
isogroup16617_Past,1,0,3,3,1,1,4,4,6,0,0,1,0,3,0,3,3,0,0,1,0,2,1,0,3,2,0,0,0,0,0,0,0,4,1,2,0,4,1,2
isogroup16618_Past,0,2,2,3,0,4,2,1,4,0,0,2,0,3,0,0,0,0,0,2,0,1,2,0,0,3,0,1,0,0,2,0,1,2,0,0,3,4,0,0
isogroup16621_Past,0,0,1,1,1,1,0,0,3,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0
isogroup16623_Past,1,1,2,0,0,1,3,2,2,0,0,3,0,3,0,3,1,0,1,0,0,2,3,0,1,2,0,0,0,0,0,0,0,3,0,0,2,2,1,2
isogroup16624_Past,1,2,4,9,0,2,1,0,7,0,0,1,4,0,0,3,3,0,4,3,0,3,5,0,6,5,0,3,0,0,4,6,10,7,1,1,6,5,3,3
isogroup16628_Past,4,13,7,8,2,7,4,1,17,0,0,2,2,6,0,5,8,0,7,7,0,2,5,1,3,2,0,1,0,0,13,8,14,16,14,2,8,12,2,9
isogroup16629_Past,0,1,1,1,1,4,0,2,4,1,0,0,1,0,0,3,2,0,0,1,0,2,2,0,0,7,0,1,0,0,2,4,0,2,4,1,5,3,0,0
isogroup16631_Past,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
isogroup16632_Past,2,1,1,6,0,4,0,1,3,0,0,0,0,0,0,2,1,0,0,2,0,1,1,0,1,2,1,2,0,0,0,0,2,3,3,0,1,4,3,3
isogroup16634_Past,5,10,5,12,2,5,4,1,7,0,0,2,2,2,0,9,0,0,6,3,0,2,0,0,1,3,0,6,0,0,9,13,5,13,5,1,3,1,1,2
isogroup16635_Past,1,6,1,2,3,1,1,6,6,1,0,1,2,0,0,4,6,0,5,4,0,0,1,0,0,0,0,0,3,0,0,2,3,2,4,0,3,4,3,3
isogroup16636_Past,2,5,4,16,3,3,5,2,8,0,0,3,12,4,0,9,2,0,5,4,0,3,5,0,3,2,0,0,0,0,6,17,14,14,22,3,5,4,1,5
isogroup16637_Past,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
isogroup16638_Past,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,2,2,0,3
isogroup16639_Past,1,0,2,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
isogroup16640_Past,1,2,1,5,1,4,2,1,3,0,0,0,0,2,0,3,1,0,1,2,0,1,0,0,1,1,0,0,0,0,4,1,0,1,3,0,1,0,2,4
isogroup16641_Past,10,18,13,22,6,13,5,6,40,2,10,10,7,13,8,38,18,0,15,18,2,20,14,4,18,11,0,19,0,0,37,20,18,16,28,2,15,9,13,13
isogroup16642_Past,0,3,1,3,1,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,3,0,0
isogroup16643_Past,1,2,2,5,3,3,3,3,2,0,0,0,1,3,0,3,2,0,3,4,0,0,0,0,1,1,0,1,0,0,4,3,0,5,0,0,0,3,4,6
isogroup16644_Past,0,1,2,5,0,5,2,2,5,0,0,5,0,1,0,1,1,1,0,6,0,2,4,0,4,6,0,0,0,0,2,2,0,2,3,0,0,4,0,4
isogroup16646_Past,2,1,2,4,0,8,3,0,9,0,0,2,3,0,0,2,2,0,2,2,0,2,1,0,0,3,0,1,0,0,0,4,0,1,0,0,1,2,1,4
isogroup16647_Past,15,33,28,32,24,41,11,11,35,2,0,5,15,12,0,20,18,0,21,30,0,15,10,0,18,25,0,8,1,0,17,16,24,54,11,7,24,16,19,49
isogroup16649_Past,1,5,2,3,0,1,1,0,4,1,0,2,0,0,0,1,1,0,5,4,0,1,0,0,0,1,0,1,0,0,4,2,3,8,2,1,4,2,2,4
isogroup16651_Past,1,8,2,5,4,5,1,2,11,0,0,9,1,4,0,4,3,0,1,5,0,4,3,0,6,6,0,3,0,0,6,3,9,3,3,5,3,1,6,10
isogroup16654_Past,1,3,2,3,2,6,1,1,1,0,0,0,3,1,0,7,2,0,2,2,0,3,3,0,2,4,0,1,0,0,0,6,8,6,0,5,4,3,4,5
isogroup16655_Past,8,14,4,13,5,5,6,5,12,0,0,10,5,15,0,24,4,0,13,7,0,12,8,0,9,17,0,1,0,0,22,9,13,8,4,1,20,7,7,19
isogroup16657_Past,0,2,5,1,1,1,2,1,6,0,0,3,0,0,0,2,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
isogroup16659_Past,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
isogroup16660_Past,0,1,1,3,1,0,1,0,2,1,0,0,0,2,0,3,1,0,0,3,0,1,0,0,3,1,0,0,0,0,1,0,0,0,1,3,0,0,0,2
isogroup16662_Past,2,4,2,2,1,1,3,1,5,1,0,0,0,2,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,2,4,2,5,0,4,0,0,0
isogroup16663_Past,0,3,2,4,1,1,1,0,2,1,0,3,1,11,0,7,2,0,2,3,0,3,3,0,1,3,0,0,0,0,3,0,0,1,5,0,2,1,1,0
isogroup16665_Past,0,1,0,0,1,2,0,0,0,0,0,1,0,2,0,4,1,0,0,6,0,0,1,0,1,5,0,0,0,0,2,0,1,2,6,0,2,0,2,5
isogroup16668_Past,1,7,3,8,0,2,1,4,2,0,1,2,1,1,0,2,1,0,1,2,0,0,2,0,6,3,0,1,0,0,2,1,2,2,3,1,1,6,4,2
isogroup16670_Past,0,1,0,1,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0
isogroup16674_Past,5,5,6,8,2,4,4,0,9,0,1,0,5,3,0,2,1,0,1,4,0,6,4,0,0,5,0,2,1,0,7,4,2,6,3,1,3,6,5,8
isogroup16675_Past,9,11,7,12,9,6,3,6,13,0,0,5,1,3,0,9,4,0,1,7,0,2,3,0,4,7,0,11,0,0,5,9,10,10,20,1,12,11,3,5
isogroup16677_Past,2,2,8,7,7,10,2,3,8,0,0,2,1,2,0,2,3,0,2,4,0,4,3,0,3,5,0,5,0,0,1,1,0,2,0,0,2,2,1,8
isogroup16678_Past,2,3,4,4,2,5,0,1,3,0,0,0,2,0,0,6,2,0,0,4,0,0,1,0,3,3,0,0,0,0,3,1,5,3,4,0,2,4,1,5
isogroup16679_Past,0,0,0,2,3,2,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,1,2,0,0,0,0,1,0,0,0,1,3,1,2,0,3
isogroup16680_Past,0,0,2,3,0,3,1,1,6,0,0,0,2,3,0,4,1,0,0,3,0,5,1,0,0,4,0,2,0,0,5,4,6,0,1,1,1,1,3,8
isogroup16682_Past,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
isogroup16684_Past,32,62,57,70,41,45,57,32,99,2,0,24,18,45,0,51,37,0,30,50,0,48,32,0,52,42,0,26,0,0,36,37,32,40,34,23,37,72,22,81
isogroup16687_Past,4,8,6,12,5,9,6,3,6,0,0,6,2,1,0,6,2,0,3,6,0,1,1,0,1,2,0,3,0,0,3,2,8,6,4,1,7,6,2,5
isogroup16688_Past,0,5,0,2,2,2,0,0,7,0,0,1,1,2,0,1,2,0,3,1,0,1,3,0,1,1,0,2,0,0,1,2,2,4,1,0,0,4,2,6
isogroup16690_Past,0,1,3,6,1,1,2,2,2,0,0,5,1,2,0,3,4,0,1,2,0,2,0,0,4,0,0,0,0,0,1,1,4,2,0,0,0,2,1,4
isogroup16691_Past,0,6,1,5,3,3,1,5,7,1,0,1,0,3,0,4,4,0,2,3,0,2,3,0,3,4,0,3,0,0,5,4,10,4,1,0,8,5,3,4
isogroup16692_Past,1,2,0,0,0,0,1,2,2,0,0,1,0,2,0,2,2,0,1,2,0,2,0,0,1,0,0,0,0,0,6,0,1,0,5,1,2,2,2,0
isogroup16696_Past,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isogroup16697_Past,0,1,2,2,1,5,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,3,2,2,0,0,3,0,2
isogroup16699_Past,6,50,11,38,22,15,11,28,26,0,0,12,4,25,1,32,22,0,4,24,1,25,13,0,28,15,0,2,0,0,3,4,31,21,7,6,10,19,15,46
isogroup16701_Past,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isogroup16702_Past,1,10,1,12,4,7,3,4,18,2,0,4,3,4,0,10,6,0,2,4,0,14,1,0,5,5,0,3,0,0,5,6,8,8,1,0,9,6,7,16
isogroup16703_Past,1,5,1,1,3,0,0,0,5,0,0,1,0,0,0,3,0,0,5,1,0,0,1,0,3,1,0,3,0,0,3,0,1,0,2,0,3,0,2,2
isogroup16704_Past,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,1,0,0,1,3
isogroup16705_Past,4,5,7,6,2,1,1,1,8,1,0,1,1,1,0,3,2,0,3,1,0,3,3,0,1,1,0,3,0,0,3,1,3,2,4,3,2,8,2,3
isogroup16706_Past,0,4,0,0,0,0,0,0,2,0,0,0,3,1,0,2,0,0,0,3,0,2,3,0,1,0,0,0,0,0,3,1,1,0,0,0,0,1,1,0
isogroup16708_Past,0,5,2,8,1,1,3,0,8,0,0,1,0,0,0,4,3,0,0,0,0,1,2,0,0,3,0,4,0,0,2,2,2,3,0,0,2,1,1,6
isogroup16709_Past,0,5,1,1,4,3,4,2,5,1,0,1,0,0,0,2,7,0,2,4,0,0,2,0,3,3,0,0,0,0,5,2,3,0,4,2,2,4,2,4
isogroup16711_Past,0,3,0,1,0,2,0,1,3,0,0,1,1,1,0,3,2,0,1,1,0,0,2,0,0,0,0,1,0,0,0,3,1,3,5,2,2,1,3,1
isogroup16712_Past,2,3,3,0,0,4,0,0,6,0,0,0,4,0,0,4,2,0,1,0,0,1,0,0,0,0,0,3,0,0,2,1,1,0,1,0,0,1,0,3
isogroup16714_Past,1,3,7,1,3,2,1,0,6,0,0,4,0,3,0,2,2,0,0,3,0,1,1,0,1,0,0,0,0,0,2,0,5,3,0,1,2,6,4,1
isogroup16715_Past,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0,0,0,3,2,0,0,0,0,0,1,1,1,2,0,0,0,1,0
isogroup16717_Past,1,7,8,11,2,4,5,3,10,0,0,0,1,2,0,7,6,0,1,4,0,1,4,0,1,5,0,5,0,0,7,9,11,9,4,1,5,2,5,7
isogroup16718_Past,5,5,8,20,1,2,0,0,6,0,0,13,13,2,0,5,4,0,2,5,0,8,9,0,18,4,0,9,1,0,9,7,11,17,1,1,6,0,0,5
isogroup16721_Past,3,8,4,6,4,4,4,4,11,1,1,2,0,5,0,5,3,0,2,2,0,3,1,0,3,7,0,0,0,0,8,1,4,4,1,1,1,3,2,6
isogroup16722_Past,0,2,2,0,0,3,0,3,0,0,0,0,0,2,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1
isogroup16723_Past,1,3,4,22,2,3,4,1,20,0,0,2,9,11,0,2,5,0,2,0,0,10,10,0,4,0,0,1,0,0,3,0,15,16,4,2,13,0,1,8
isogroup16724_Past,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0
isogroup16725_Past,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
isogroup16728_Past,5,10,3,13,4,19,11,2,16,0,1,5,4,4,0,5,11,0,3,2,0,2,4,0,1,16,0,0,0,0,13,2,5,12,6,4,4,4,3,10
isogroup16729_Past,0,1,0,7,0,0,2,2,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,3,1,0,3,0,0,1,1,8,2,0,0,2,1,2,1
isogroup16730_Past,3,1,3,3,0,1,0,3,4,0,0,0,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,2
isogroup16731_Past,1,0,1,3,2,0,2,4,3,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,2,2,0,2,0,0,1,0,2,1,3,0,0,1,0,4
isogroup16732_Past,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
isogroup16734_Past,1,3,7,9,0,2,1,2,6,0,0,3,1,1,0,3,1,0,0,3,1,2,1,0,3,3,0,3,0,0,5,2,2,6,2,2,8,4,1,5
isogroup16735_Past,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isogroup16736_Past,2,9,1,5,2,4,0,0,8,0,0,5,1,4,0,2,3,0,0,3,0,0,1,0,4,3,0,0,0,0,4,6,8,7,13,0,5,7,2,4
isogroup16739_Past,0,1,0,0,0,1,1,1,2,0,0,0,0,0,0,1,1,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0,4,1,0,0
isogroup16740_Past,5,1,0,4,0,1,2,2,9,1,0,0,2,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,5,0,0,2,0,3,4
isogroup16742_Past,1,5,2,10,2,0,3,3,3,0,0,1,0,8,0,6,2,0,0,2,0,0,4,0,5,3,0,3,0,0,3,3,2,9,3,3,5,6,2,5
isogroup16743_Past,1,2,2,4,0,1,1,2,3,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,1,2,3,3,0,1,3,1,1,2
isogroup16744_Past,1,0,1,0,2,0,0,1,1,0,0,0,0,1,0,3,0,0,0,1,0,1,2,0,2,2,0,3,0,0,4,1,1,0,0,0,2,4,2,2
isogroup16746_Past,1,4,1,1,1,4,1,0,4,0,0,3,0,0,0,1,0,0,1,1,0,1,1,0,2,1,0,3,0,0,0,4,0,1,0,2,1,1,0,2
isogroup16747_Past,1,5,0,2,2,1,0,1,3,0,0,0,2,1,0,2,11,0,2,6,0,4,1,0,2,1,0,3,0,0,0,0,2,3,3,0,4,0,4,6
isogroup16749_Past,0,2,0,7,2,2,0,1,3,0,0,2,1,0,0,1,1,0,0,1,0,1,2,0,0,0,0,1,0,0,1,5,2,4,1,1,1,0,0,0
isogroup16751_Past,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
isogroup16752_Past,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,2,2,0,1,3,0,0,3,0,0,0,0,3,0,0,2,1,1,1,1,1,0,0,1,2
isogroup16753_Past,9,17,9,9,3,6,8,11,30,0,1,2,2,1,0,11,6,0,5,7,1,0,2,0,3,11,0,7,0,0,1,14,13,19,24,3,8,14,2,10
isogroup16754_Past,1,0,0,1,0,0,0,1,5,0,0,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,3,2,0,4,2,1,4,0,0,1
isogroup16755_Past,2,4,0,2,3,3,0,2,4,0,0,0,1,0,0,2,1,0,0,0,0,0,2,0,2,1,0,1,0,0,1,0,5,8,0,0,4,6,3,3
isogroup16760_Past,0,2,1,4,1,1,3,2,2,0,0,2,3,5,0,2,2,0,3,2,0,3,6,0,2,2,0,0,0,0,1,3,6,1,1,0,1,0,0,2
isogroup16762_Past,8,13,7,8,9,7,4,10,18,0,0,13,5,3,1,10,7,0,5,10,0,1,6,0,7,10,0,3,0,0,6,12,12,13,9,5,11,16,6,13
isogroup16764_Past,1,6,4,6,1,2,1,2,5,2,0,1,0,1,0,7,4,0,2,5,0,1,1,0,1,3,0,0,0,0,4,1,2,8,4,0,3,4,1,4
isogroup16765_Past,2,9,0,2,1,2,3,5,4,0,0,1,0,1,0,2,0,0,1,1,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,1,4
isogroup16766_Past,1,2,7,3,3,1,4,0,7,0,0,2,2,0,1,3,7,0,6,1,0,2,5,0,0,2,1,2,0,0,4,2,3,4,3,1,3,5,1,3
isogroup16767_Past,1,3,1,2,2,2,0,0,5,0,0,1,0,2,0,4,3,0,6,2,0,2,0,0,3,2,0,5,0,0,4,2,3,0,2,1,0,0,1,1
isogroup16769_Past,4,12,6,8,3,2,9,7,21,0,0,4,6,3,0,10,4,0,3,7,0,7,4,0,4,8,0,4,0,0,8,6,8,6,12,5,5,9,2,11
isogroup16770_Past,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
isogroup16771_Past,2,11,4,12,3,3,4,4,15,0,0,4,2,4,0,6,2,0,2,1,0,8,8,0,6,3,0,0,0,0,6,2,10,14,1,3,6,10,4,4
isogroup16772_Past,3,3,3,1,3,2,1,0,10,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,0,0
isogroup16773_Past,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
isogroup16777_Past,1,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0,4,3,0,4,2,0,0,0,0,4,0,0,0,1,1,2,1,0,0
isogroup16779_Past,8,6,7,16,8,7,4,4,28,0,0,9,9,2,0,8,1,0,3,6,0,7,7,0,7,5,0,13,0,0,7,7,6,14,1,4,4,4,2,11
isogroup16780_Past,0,2,1,3,4,1,1,0,5,0,0,0,2,2,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,3,3,2,4,1,3,2,1,0
isogroup16781_Past,1,4,3,4,0,3,4,4,7,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,3,5,0,0,0,0,0,0,2,7,1,4,1,4,0,3
isogroup16782_Past,5,11,6,16,3,4,2,3,15,0,0,6,4,2,0,10,1,1,5,2,0,2,3,0,9,6,0,0,0,0,8,9,36,14,23,1,11,4,5,7
isogroup16783_Past,0,1,0,0,5,1,0,2,7,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0
isogroup16784_Past,5,12,4,11,2,6,0,2,7,1,0,3,1,0,0,10,4,0,1,6,0,2,3,0,10,6,0,4,0,0,7,3,13,16,1,5,5,11,2,7
isogroup16786_Past,4,16,8,18,3,9,2,4,15,0,0,3,3,2,0,7,7,0,2,5,0,2,4,0,8,2,0,5,1,0,4,15,19,16,13,2,10,11,10,7
isogroup16788_Past,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,5,1,0,1
isogroup16789_Past,1,0,2,0,1,4,0,1,3,0,0,1,1,0,0,2,1,0,0,3,0,3,2,0,1,2,0,1,0,0,3,0,1,0,1,0,0,2,0,1
isogroup16791_Past,0,1,1,1,0,4,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0
isogroup16794_Past,2,7,4,14,3,5,3,4,4,1,0,2,1,4,0,8,0,0,8,0,0,0,3,0,6,4,1,0,0,0,3,4,6,5,13,0,6,6,2,4
isogroup16795_Past,2,3,2,11,2,5,0,2,3,0,0,1,0,1,0,5,3,0,0,0,0,1,1,0,0,2,0,0,0,0,4,3,11,4,2,0,2,4,2,1
isogroup16796_Past,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,1,0
isogroup16797_Past,0,2,1,1,3,3,0,0,1,0,0,1,0,0,0,1,2,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,2,0
